Public ID1,Organization1,Availability1,System Name (click + for details),Accelerator,# of Accelerators,Benchmark1,Model MLC1,Scenario1,Units1,Division/Power,Model (copy),Operating System,Processor,Software1,System Type Revised,Version,# of Nodes,Division,Division Revised,Has Power,Host Processor Core Count,Model,System Type,Result,Result at System Name
5.0-5517,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v1-precision_float-0.5-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.5-192,edge,77.428777709,77.428777709
5.0-5492,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v2-precision_uint8-0.5-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-0.5-192,edge,649.579004882,649.579004882
5.0-5505,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v3-precision_float-small-minimalistic-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-small-minimalistic-224,edge,44.939058741,44.939058741
5.0-5431,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,efficientnet-fp32-lite3,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-fp32-lite3,edge,31.427750000,31.427750000
5.0-5518,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,Latency (ms),Open - Power,mobilenet-v1-precision_float-0.75-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.75-128,edge,2.549561,2.549561
5.0-5435,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,efficientnet-int8-lite2,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-int8-lite2,edge,4405.424830186,4405.424830186
5.0-5438,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v1-precision_float-0.25-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-128,edge,2.9548,2.9548
5.0-5465,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v1-precision_uint8-0.75-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-0.75-224,edge,93.9,93.9
5.0-5488,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v2-precision_uint8-0.35-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-0.35-192,edge,461.579187933,461.579187933
5.0-5483,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v2-precision_float-1.0-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-1.0-160,edge,949.903473327,949.903473327
5.0-5438,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v1-precision_float-0.25-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-128,edge,2797.84,2797.84
5.0-5467,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v1-precision_uint8-1.0-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-1.0-160,edge,107.96,107.96
5.0-5477,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v2-precision_float-0.5-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.5-224,edge,31.725733333,31.725733333
5.0-5503,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,Latency (ms),Open - Power,mobilenet-v3-precision_float-large-minimalistic-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-large-minimalistic-224,edge,5.277708,5.277708
5.0-5520,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,Latency (ms),Open - Power,mobilenet-v1-precision_float-0.75-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.75-224,edge,7.193548,7.193548
5.0-5535,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v3-precision_float-large-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-large-224,edge,1527.783321679,1527.783321679
5.0-5475,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v2-precision_float-0.5-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.5-160,edge,43.139654294,43.139654294
5.0-5479,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v2-precision_float-0.75-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.75-160,edge,88.002091036,88.002091036
5.0-5519,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v1-precision_float-0.75-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.75-192,edge,1318.009335757,1318.009335757
5.0-5488,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v2-precision_uint8-0.35-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-0.35-192,edge,472.482,472.482
5.0-5458,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,millijoules,Open - Power,mobilenet-v1-precision_uint8-0.5-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-0.5-128,edge,372.987791561,372.987791561
5.0-5459,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v1-precision_uint8-0.5-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-0.5-160,edge,22.046904,22.046904
5.0-5527,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v2-precision_float-0.5-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.5-160,edge,11.840832,11.840832
5.0-5514,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v1-precision_float-0.25-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-160,edge,1648.35,1648.35
5.0-5503,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v3-precision_float-large-minimalistic-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-large-minimalistic-224,edge,31.858616667,31.858616667
5.0-5436,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,efficientnet-int8-lite3,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-int8-lite3,edge,243.277376,243.277376
5.0-5442,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v1-precision_float-0.5-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.5-128,edge,9.376088,9.376088
5.0-5528,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v2-precision_float-0.5-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.5-192,edge,487.862,487.862
5.0-5534,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v2-precision_float-1.0-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-1.0-224,edge,31.4865,31.4865
5.0-5494,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v2-precision_uint8-0.75-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-0.75-128,edge,26.557816667,26.557816667
5.0-5439,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,Latency (ms),Open - Power,mobilenet-v1-precision_float-0.25-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-160,edge,0.536482,0.536482
5.0-5446,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v1-precision_float-0.75-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.75-128,edge,31.104733333,31.104733333
5.0-5457,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,Latency (ms),Open - Power,mobilenet-v1-precision_uint8-0.25-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-0.25-224,edge,1.749354,1.749354
5.0-5537,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v3-precision_float-small-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-small-224,edge,60.976623458,60.976623458
5.0-5487,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v2-precision_uint8-0.35-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-0.35-160,edge,12.105792,12.105792
5.0-5501,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v2-precision_uint8-1.0-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-1.0-224,edge,292.896927349,292.896927349
5.0-5441,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v1-precision_float-0.25-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-224,edge,32.555933775,32.555933775
5.0-5506,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v3-precision_uint8-large-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_uint8-large-224,edge,25.935933333,25.935933333
5.0-5434,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,efficientnet-int8-lite1,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-int8-lite1,edge,28.337216667,28.337216667
5.0-5510,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,efficientnet-fp32-lite1,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-fp32-lite1,edge,468.740353006,468.740353006
5.0-5463,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v1-precision_uint8-0.75-160,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_uint8-0.75-160,edge,141.985870933,141.985870933
5.0-5531,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Watts,Open - Power,mobilenet-v2-precision_float-0.75-192,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_float-0.75-192,edge,31.059466667,31.059466667
5.0-5505,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,Offline,Samples/s,Open - Power,mobilenet-v3-precision_float-small-minimalistic-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v3-precision_float-small-minimalistic-224,edge,698.259,698.259
5.0-5513,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,mobilenet-v1-precision_float-0.25-128,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v1-precision_float-0.25-128,edge,12.222328481,12.222328481
5.0-5501,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,MultiStream,Latency (ms),Open - Power,mobilenet-v2-precision_uint8-1.0-224,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,mobilenet-v2-precision_uint8-1.0-224,edge,87.946984,87.946984
5.0-5435,GATEOverflow,available,TRIGKEY Mini PC Ryzen 5 5560,N/A,0,Inference,resnet,SingleStream,millijoules,Open - Power,efficientnet-int8-lite2,Ubuntu 24.04 (linux-6.8.0-53-generic-glibc2.39),AMD Ryzen 5 5560U with Radeon Graphics,tflite vmaster,Edge,v5.0,1,open,Open,True,6,efficientnet-int8-lite2,edge,550.678103773,550.678103773
